Job ID,Batch,Subject,Color/Shape,Action,Context,Prompt VI,Target File,Status
"combo__sub-dong-ho__cs-clk-kim-dong-ho","clock_level2","Đồng hồ để bàn","Kim đồng hồ tích tắc","","","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc","combo__sub-dong-ho__cs-clk-kim-dong-ho.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong","clock_level3","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Đang điểm chuông ngân","","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga","combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac","clock_level3","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Tích tắc đếm từng giây","","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian","combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu","clock_level3","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Phản chiếu nắng chiều","","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính","combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong","clock_level3","Đồng hồ để bàn","Mặt số la mã vàng","Đang điểm chuông ngân","","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga","combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac","clock_level3","Đồng hồ để bàn","Mặt số la mã vàng","Tích tắc đếm từng giây","","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian","combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu","clock_level3","Đồng hồ để bàn","Mặt số la mã vàng","Phản chiếu nắng chiều","","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính","combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong","clock_level3","Đồng hồ để bàn","Kim đồng hồ tích tắc","Đang điểm chuông ngân","","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac","clock_level3","Đồng hồ để bàn","Kim đồng hồ tích tắc","Tích tắc đếm từng giây","","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu","clock_level3","Đồng hồ để bàn","Kim đồng hồ tích tắc","Phản chiếu nắng chiều","","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Đang điểm chuông ngân","Treo trên tường gạch","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Đang điểm chuông ngân","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Đang điểm chuông ngân","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-vo-go__act-clk-diem-chuong__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Tích tắc đếm từng giây","Treo trên tường gạch","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Tích tắc đếm từng giây","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Tích tắc đếm từng giây","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-vo-go__act-clk-tich-tac__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Phản chiếu nắng chiều","Treo trên tường gạch","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Phản chiếu nắng chiều","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Vỏ gỗ mun cổ kính","Phản chiếu nắng chiều","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, vỏ bằng gỗ mun sẫm màu chạm trổ cổ kính, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-vo-go__act-clk-phan-chieu__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Đang điểm chuông ngân","Treo trên tường gạch","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Đang điểm chuông ngân","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Đang điểm chuông ngân","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-mat-so__act-clk-diem-chuong__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Tích tắc đếm từng giây","Treo trên tường gạch","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Tích tắc đếm từng giây","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Tích tắc đếm từng giây","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-mat-so__act-clk-tich-tac__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Phản chiếu nắng chiều","Treo trên tường gạch","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Phản chiếu nắng chiều","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Mặt số la mã vàng","Phản chiếu nắng chiều","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, mặt số la mã mạ vàng sáng lấp lánh tinh xảo, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-mat-so__act-clk-phan-chieu__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Đang điểm chuông ngân","Treo trên tường gạch","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Đang điểm chuông ngân","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Đang điểm chuông ngân","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, đang vang lên tiếng chuông điểm giờ trong trẻo ngân nga, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-diem-chuong__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Tích tắc đếm từng giây","Treo trên tường gạch","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Tích tắc đếm từng giây","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Tích tắc đếm từng giây","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, tiếng tích tắc êm tai đều đặn đếm từng nhịp thời gian, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-tich-tac__ctx-clk-ke-sach.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu__ctx-clk-tuong-gach","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Phản chiếu nắng chiều","Treo trên tường gạch","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, treo trang trọng trên bức tường gạch đỏ mộc mạc","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu__ctx-clk-tuong-gach.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu__ctx-clk-lo-suoi","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Phản chiếu nắng chiều","Trên lò sưởi ấm áp","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, ngay trên bệ lò sưởi đá bập bùng ngọn lửa ấm áp","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu__ctx-clk-lo-suoi.webp","pending"
"combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu__ctx-clk-ke-sach","clock_level4","Đồng hồ để bàn","Kim đồng hồ tích tắc","Phản chiếu nắng chiều","Trên kệ sách phòng khách","Chiếc đồng hồ để bàn, đôi kim thanh mảnh uốn lượn phong cách quý tộc, phản chiếu ánh nắng hoàng hôn vàng óng qua lớp kính, trên kệ sách gỗ phòng khách sang trọng ấm cúng","combo__sub-dong-ho__cs-clk-kim-dong-ho__act-clk-phan-chieu__ctx-clk-ke-sach.webp","pending"
"combo__sub-con-ca-vang","goldfish_level1","Con cá vàng","","","","Con cá vàng (1 từ thử nghiệm, chưa có chìa khóa)","combo__sub-con-ca-vang.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan","goldfish_level2","Con cá vàng","Đuôi voan dài mềm","","","Con cá vàng, đuôi voan dài mềm","combo__sub-con-ca-vang__cs-fish-duoi-voan.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron","goldfish_level2","Con cá vàng","Thân tròn mắt lồi","","","Con cá vàng, thân tròn mắt lồi","combo__sub-con-ca-vang__cs-fish-than-tron.webp","pending"
"combo__sub-con-ca-vang__cs-fish-vay-anh-bac","goldfish_level2","Con cá vàng","Vảy ánh bạc lấp lánh","","","Con cá vàng, vảy ánh bạc lấp lánh","combo__sub-con-ca-vang__cs-fish-vay-anh-bac.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot","goldfish_level3","Con cá vàng","Đuôi voan dài mềm","Ngoi lên đớp bọt","","Con cá vàng, đuôi voan dài mềm, đang ngoi lên đớp bọt","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da","goldfish_level3","Con cá vàng","Đuôi voan dài mềm","Nấp sau hòn đá","","Con cá vàng, đuôi voan dài mềm, đang nấp sau hòn đá","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong","goldfish_level3","Con cá vàng","Đuôi voan dài mềm","Rỉa nhánh rong xanh","","Con cá vàng, đuôi voan dài mềm, đang rỉa nhánh rong xanh","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot","goldfish_level3","Con cá vàng","Thân tròn mắt lồi","Ngoi lên đớp bọt","","Con cá vàng, thân tròn mắt lồi, đang ngoi lên đớp bọt","combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-nap-da","goldfish_level3","Con cá vàng","Thân tròn mắt lồi","Nấp sau hòn đá","","Con cá vàng, thân tròn mắt lồi, đang nấp sau hòn đá","combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-nap-da.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-ria-rong","goldfish_level3","Con cá vàng","Thân tròn mắt lồi","Rỉa nhánh rong xanh","","Con cá vàng, thân tròn mắt lồi, đang rỉa nhánh rong xanh","combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-ria-rong.webp","pending"
"combo__sub-con-ca-vang__cs-fish-vay-anh-bac__act-fish-dop-bot","goldfish_level3","Con cá vàng","Vảy ánh bạc lấp lánh","Ngoi lên đớp bọt","","Con cá vàng, vảy ánh bạc lấp lánh, đang ngoi lên đớp bọt","combo__sub-con-ca-vang__cs-fish-vay-anh-bac__act-fish-dop-bot.webp","pending"
"combo__sub-con-ca-vang__cs-fish-vay-anh-bac__act-fish-nap-da","goldfish_level3","Con cá vàng","Vảy ánh bạc lấp lánh","Nấp sau hòn đá","","Con cá vàng, vảy ánh bạc lấp lánh, đang nấp sau hòn đá","combo__sub-con-ca-vang__cs-fish-vay-anh-bac__act-fish-nap-da.webp","pending"
"combo__sub-con-ca-vang__cs-fish-vay-anh-bac__act-fish-ria-rong","goldfish_level3","Con cá vàng","Vảy ánh bạc lấp lánh","Rỉa nhánh rong xanh","","Con cá vàng, vảy ánh bạc lấp lánh, đang rỉa nhánh rong xanh","combo__sub-con-ca-vang__cs-fish-vay-anh-bac__act-fish-ria-rong.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot__ctx-fish-binh-thuy-tinh","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Ngoi lên đớp bọt","Trong bình thuỷ tinh tròn","Con cá vàng, đuôi voan dài mềm, đang ngoi lên đớp bọt, trong bình thuỷ tinh tròn","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot__ctx-fish-binh-thuy-tinh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot__ctx-fish-be-ca-soi","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Ngoi lên đớp bọt","Trong bể cá rải sỏi trắng","Con cá vàng, đuôi voan dài mềm, đang ngoi lên đớp bọt, trong bể cá rải sỏi trắng","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot__ctx-fish-be-ca-soi.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot__ctx-fish-chum-sanh","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Ngoi lên đớp bọt","Trong chum sành ngoài sân","Con cá vàng, đuôi voan dài mềm, đang ngoi lên đớp bọt, trong chum sành ngoài sân","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-dop-bot__ctx-fish-chum-sanh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da__ctx-fish-binh-thuy-tinh","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Nấp sau hòn đá","Trong bình thuỷ tinh tròn","Con cá vàng, đuôi voan dài mềm, đang nấp sau hòn đá, trong bình thuỷ tinh tròn","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da__ctx-fish-binh-thuy-tinh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da__ctx-fish-be-ca-soi","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Nấp sau hòn đá","Trong bể cá rải sỏi trắng","Con cá vàng, đuôi voan dài mềm, đang nấp sau hòn đá, trong bể cá rải sỏi trắng","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da__ctx-fish-be-ca-soi.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da__ctx-fish-chum-sanh","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Nấp sau hòn đá","Trong chum sành ngoài sân","Con cá vàng, đuôi voan dài mềm, đang nấp sau hòn đá, trong chum sành ngoài sân","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-nap-da__ctx-fish-chum-sanh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong__ctx-fish-binh-thuy-tinh","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Rỉa nhánh rong xanh","Trong bình thuỷ tinh tròn","Con cá vàng, đuôi voan dài mềm, đang rỉa nhánh rong xanh, trong bình thuỷ tinh tròn","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong__ctx-fish-binh-thuy-tinh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong__ctx-fish-be-ca-soi","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Rỉa nhánh rong xanh","Trong bể cá rải sỏi trắng","Con cá vàng, đuôi voan dài mềm, đang rỉa nhánh rong xanh, trong bể cá rải sỏi trắng","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong__ctx-fish-be-ca-soi.webp","pending"
"combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong__ctx-fish-chum-sanh","goldfish_level4","Con cá vàng","Đuôi voan dài mềm","Rỉa nhánh rong xanh","Trong chum sành ngoài sân","Con cá vàng, đuôi voan dài mềm, đang rỉa nhánh rong xanh, trong chum sành ngoài sân","combo__sub-con-ca-vang__cs-fish-duoi-voan__act-fish-ria-rong__ctx-fish-chum-sanh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot__ctx-fish-binh-thuy-tinh","goldfish_level4","Con cá vàng","Thân tròn mắt lồi","Ngoi lên đớp bọt","Trong bình thuỷ tinh tròn","Con cá vàng, thân tròn mắt lồi, đang ngoi lên đớp bọt, trong bình thuỷ tinh tròn","combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot__ctx-fish-binh-thuy-tinh.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot__ctx-fish-be-ca-soi","goldfish_level4","Con cá vàng","Thân tròn mắt lồi","Ngoi lên đớp bọt","Trong bể cá rải sỏi trắng","Con cá vàng, thân tròn mắt lồi, đang ngoi lên đớp bọt, trong bể cá rải sỏi trắng","combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot__ctx-fish-be-ca-soi.webp","pending"
"combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot__ctx-fish-chum-sanh","goldfish_level4","Con cá vàng","Thân tròn mắt lồi","Ngoi lên đớp bọt","Trong chum sành ngoài sân","Con cá vàng, thân tròn mắt lồi, đang ngoi lên đớp bọt, trong chum sành ngoài sân","combo__sub-con-ca-vang__cs-fish-than-tron__act-fish-dop-bot__ctx-fish-chum-sanh.webp","pending"
